Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Month,Day,Hour,Latitude_x,Longitude_x,Latitude_y,Longitude_y,Latitude,Longitude
16981,2021-09-12 10:00:00,2021-12-08 12:00:00,08-12-2021 13:32,Nagpur,179,SHOPLIFTING,57,F,Other,Other Crime,14,Yes,2022-02-01 10:00:00,2021,12,8,13.0,21.1498134,79.0820556,21.1498134,79.0820556,21.1498134,79.0820556
16986,2021-10-12 04:00:00,2021-12-08 17:00:00,09-12-2021 08:05,Delhi,474,IDENTITY THEFT,59,M,Unknown,Violent Crime,10,Yes,2022-01-11 04:00:00,2021,12,8,8.0,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
16987,2021-11-12 08:00:00,2021-12-08 18:00:00,09-12-2021 00:01,Indore,544,SEXUAL ASSAULT,60,M,Unknown,Violent Crime,7,Yes,2023-05-17 08:00:00,2021,12,8,0.0,22.7203616,75.8681996,22.7203616,75.8681996,22.7203616,75.8681996
16988,2021-09-12 07:00:00,2021-12-08 19:00:00,09-12-2021 03:07,Patna,508,SHOPLIFTING,63,X,Explosives,Other Crime,19,Yes,2022-02-20 07:00:00,2021,12,8,3.0,25.6093239,85.1235252,25.6093239,85.1235252,25.6093239,85.1235252
16990,2021-10-12 18:00:00,2021-12-08 21:00:00,09-12-2021 00:26,Lucknow,180,COUNTERFEITING,58,F,Other,Other Crime,6,Yes,2022-03-01 18:00:00,2021,12,8,0.0,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
16992,2021-09-12 08:00:00,2021-12-08 23:00:00,09-12-2021 19:54,Delhi,347,CYBERCRIME,27,F,Explosives,Other Crime,19,Yes,2022-01-12 08:00:00,2021,12,8,19.0,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
16995,2021-11-12 01:00:00,2021-12-09 02:00:00,09-12-2021 07:41,Mumbai,510,DRUG OFFENSE,20,M,Explosives,Other Crime,9,Yes,2022-02-23 01:00:00,2021,12,9,7.0,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
16998,2021-12-12 01:00:00,2021-12-09 05:00:00,09-12-2021 09:07,Hyderabad,565,SEXUAL ASSAULT,36,X,Poison,Violent Crime,12,Yes,2023-12-10 01:00:00,2021,12,9,9.0,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
17003,2021-11-12 15:00:00,2021-12-09 10:00:00,10-12-2021 06:40,Mumbai,481,ILLEGAL POSSESSION,24,X,Blunt Object,Other Crime,17,Yes,2022-02-19 15:00:00,2021,12,9,6.0,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17006,2021-10-12 12:00:00,2021-12-09 13:00:00,10-12-2021 06:52,Mumbai,520,IDENTITY THEFT,46,X,Unknown,Violent Crime,3,Yes,2022-02-20 12:00:00,2021,12,9,6.0,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17007,2021-10-12 21:00:00,2021-12-09 14:00:00,09-12-2021 16:15,Kanpur,361,PUBLIC INTOXICATION,68,X,Blunt Object,Other Crime,9,Yes,2022-01-05 21:00:00,2021,12,9,16.0,26.4609135,80.3217588,26.4609135,80.3217588,26.4609135,80.3217588
17008,2021-11-12 09:00:00,2021-12-09 15:00:00,10-12-2021 03:58,Jaipur,268,FRAUD,38,F,Knife,Other Crime,8,Yes,2022-02-16 09:00:00,2021,12,9,3.0,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
17011,2021-10-12 16:00:00,2021-12-09 18:00:00,09-12-2021 18:04,Jaipur,532,BURGLARY,75,M,Blunt Object,Other Crime,15,Yes,2022-06-02 16:00:00,2021,12,9,18.0,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
17013,2021-11-12 06:00:00,2021-12-09 20:00:00,09-12-2021 22:29,Ahmedabad,548,EXTORTION,73,M,Knife,Other Crime,4,Yes,2022-02-11 06:00:00,2021,12,9,22.0,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
17015,2021-11-12 00:00:00,2021-12-09 22:00:00,10-12-2021 19:03,Mumbai,323,DOMESTIC VIOLENCE,79,M,Blunt Object,Violent Crime,1,Yes,2022-01-01 00:00:00,2021,12,9,19.0,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17016,2021-10-12 09:00:00,2021-12-09 23:00:00,10-12-2021 03:41,Jaipur,304,VANDALISM,35,F,Unknown,Other Crime,9,Yes,2022-01-13 09:00:00,2021,12,9,3.0,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
17017,2021-11-12 01:00:00,2021-12-10 00:00:00,10-12-2021 00:18,Pune,568,SEXUAL ASSAULT,29,X,Unknown,Violent Crime,7,Yes,2023-01-27 01:00:00,2021,12,10,0.0,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
17019,2021-12-12 06:00:00,2021-12-10 02:00:00,10-12-2021 08:43,Kolkata,247,ILLEGAL POSSESSION,52,X,Other,Other Crime,2,Yes,2021-12-19 06:00:00,2021,12,10,8.0,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
17022,2021-11-12 04:00:00,2021-12-10 05:00:00,10-12-2021 05:46,Kolkata,510,COUNTERFEITING,16,X,Poison,Other Crime,6,Yes,2022-02-16 04:00:00,2021,12,10,5.0,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
17026,2021-11-12 20:00:00,2021-12-10 09:00:00,10-12-2021 23:04,Jaipur,166,COUNTERFEITING,57,F,Other,Other Crime,3,Yes,2021-12-29 20:00:00,2021,12,10,23.0,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
17029,,2021-12-10 12:00:00,11-12-2021 07:30,Patna,204,ILLEGAL POSSESSION,47,M,Knife,Other Crime,16,Yes,2022-02-05 09:00:00,2021,12,10,7.0,25.6093239,85.1235252,25.6093239,85.1235252,25.6093239,85.1235252
17032,2021-10-12 21:00:00,2021-12-10 15:00:00,11-12-2021 13:09,Thane,317,IDENTITY THEFT,73,M,Poison,Violent Crime,18,Yes,2022-02-09 21:00:00,2021,12,10,13.0,19.1943294,72.9701779,19.1943294,72.9701779,19.1943294,72.9701779
17037,2021-12-12 10:00:00,2021-12-10 20:00:00,11-12-2021 18:19,Bangalore,174,DRUG OFFENSE,70,X,Knife,Other Crime,8,Yes,2022-02-27 10:00:00,2021,12,10,18.0,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
17039,2021-12-12 04:00:00,2021-12-10 22:00:00,11-12-2021 19:52,Kolkata,535,VEHICLE - STOLEN,65,M,Poison,Violent Crime,4,Yes,2022-01-22 04:00:00,2021,12,10,19.0,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
17043,2021-12-12 04:00:00,2021-12-11 02:00:00,11-12-2021 18:20,Kolkata,358,SHOPLIFTING,26,M,Firearm,Other Crime,12,Yes,2022-01-01 04:00:00,2021,12,11,18.0,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
17045,2021-11-12 15:00:00,2021-12-11 04:00:00,11-12-2021 16:30,Bangalore,320,COUNTERFEITING,10,X,Explosives,Other Crime,10,Yes,2022-01-11 15:00:00,2021,12,11,16.0,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
17046,2021-11-12 21:00:00,2021-12-11 05:00:00,11-12-2021 18:34,Delhi,186,SHOPLIFTING,63,X,Explosives,Other Crime,2,Yes,2022-03-03 21:00:00,2021,12,11,18.0,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
17048,2021-11-12 22:00:00,2021-12-11 07:00:00,11-12-2021 10:27,Bangalore,492,FRAUD,44,X,Other,Other Crime,6,Yes,2022-03-03 22:00:00,2021,12,11,10.0,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
17049,,2021-12-11 08:00:00,11-12-2021 21:19,Kanpur,276,VEHICLE - STOLEN,54,X,Knife,Violent Crime,5,Yes,2022-02-04 17:00:00,2021,12,11,21.0,26.4609135,80.3217588,26.4609135,80.3217588,26.4609135,80.3217588
17050,,2021-12-11 09:00:00,11-12-2021 10:27,Lucknow,137,PUBLIC INTOXICATION,13,F,Knife,Other Crime,16,Yes,2021-12-15 02:00:00,2021,12,11,10.0,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
17051,2021-11-12 23:00:00,2021-12-11 10:00:00,11-12-2021 11:53,Ghaziabad,285,PUBLIC INTOXICATION,30,X,Other,Other Crime,18,Yes,2022-01-06 23:00:00,2021,12,11,11.0,28.7749966,77.4586967,28.7749966,77.4586967,28.7749966,77.4586967
17053,2021-12-12 03:00:00,2021-12-11 12:00:00,12-12-2021 10:59,Indore,292,ILLEGAL POSSESSION,60,X,Blunt Object,Other Crime,6,Yes,2021-12-27 03:00:00,2021,12,11,10.0,22.7203616,75.8681996,22.7203616,75.8681996,22.7203616,75.8681996
17055,2021-12-12 20:00:00,2021-12-11 14:00:00,12-12-2021 02:08,Bangalore,139,TRAFFIC VIOLATION,15,X,Explosives,Traffic Fatality,13,Yes,2021-12-30 20:00:00,2021,12,11,2.0,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
17057,,2021-12-11 16:00:00,12-12-2021 09:03,Bangalore,512,DOMESTIC VIOLENCE,38,X,Firearm,Violent Crime,9,Yes,2022-01-20 13:00:00,2021,12,11,9.0,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
17058,,2021-12-11 17:00:00,11-12-2021 18:13,Delhi,557,DRUG OFFENSE,57,M,Explosives,Other Crime,10,Yes,2021-12-30 19:00:00,2021,12,11,18.0,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
17060,2021-12-12 15:00:00,2021-12-11 19:00:00,12-12-2021 08:46,Kalyan,511,SHOPLIFTING,36,F,Poison,Other Crime,2,Yes,2022-02-05 15:00:00,2021,12,11,8.0,19.2396742,73.1366482,19.2396742,73.1366482,19.2396742,73.1366482
17061,,2021-12-11 20:00:00,11-12-2021 22:16,Bhopal,197,SEXUAL ASSAULT,60,X,Blunt Object,Violent Crime,14,Yes,2023-11-05 14:00:00,2021,12,11,22.0,23.2584857,77.401989,23.2584857,77.401989,23.2584857,77.401989
17066,2021-12-12 16:00:00,2021-12-12 01:00:00,12-12-2021 16:08,Delhi,521,COUNTERFEITING,36,F,Knife,Other Crime,11,Yes,2021-12-27 16:00:00,2021,12,12,16.0,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
17067,2021-12-12 11:00:00,2021-12-12 02:00:00,12-12-2021 14:20,Ahmedabad,136,DOMESTIC VIOLENCE,49,F,Knife,Violent Crime,9,Yes,2021-12-30 11:00:00,2021,12,12,14.0,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
17068,,2021-12-12 03:00:00,12-12-2021 05:51,Nashik,264,SEXUAL ASSAULT,62,M,Poison,Violent Crime,2,Yes,2022-10-29 22:00:00,2021,12,12,5.0,20.0112475,73.7902364,20.0112475,73.7902364,20.0112475,73.7902364
17070,,2021-12-12 05:00:00,12-12-2021 06:37,Jaipur,281,FIREARM OFFENSE,73,F,Firearm,Fire Accident,14,Yes,2022-01-26 05:00:00,2021,12,12,6.0,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
17071,,2021-12-12 06:00:00,12-12-2021 18:57,Hyderabad,499,SHOPLIFTING,56,F,Blunt Object,Other Crime,7,Yes,2022-01-31 12:00:00,2021,12,12,18.0,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
17073,,2021-12-12 08:00:00,12-12-2021 11:10,Pune,373,FIREARM OFFENSE,64,F,Poison,Fire Accident,19,Yes,2022-01-04 12:00:00,2021,12,12,11.0,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
17074,2021-12-12 15:00:00,2021-12-12 09:00:00,12-12-2021 20:45,Kolkata,299,PUBLIC INTOXICATION,79,F,Explosives,Other Crime,14,Yes,2022-01-01 15:00:00,2021,12,12,20.0,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
17075,,2021-12-12 10:00:00,13-12-2021 08:41,Nashik,110,TRAFFIC VIOLATION,71,F,Other,Traffic Fatality,14,Yes,2021-12-25 05:00:00,2021,12,12,,20.0112475,73.7902364,20.0112475,73.7902364,20.0112475,73.7902364
17076,,2021-12-12 11:00:00,12-12-2021 13:58,Delhi,358,DRUG OFFENSE,54,X,Explosives,Other Crime,3,Yes,2022-01-19 21:00:00,2021,12,12,13.0,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
17077,,2021-12-12 12:00:00,12-12-2021 18:04,Lucknow,128,ROBBERY,33,M,Blunt Object,Violent Crime,5,Yes,2022-01-24 04:00:00,2021,12,12,18.0,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
17078,,2021-12-12 13:00:00,12-12-2021 19:50,Varanasi,355,ASSAULT,32,M,Firearm,Violent Crime,2,Yes,2022-01-23 17:00:00,2021,12,12,19.0,25.3356491,83.0076292,25.3356491,83.0076292,25.3356491,83.0076292
17084,2021-12-12 22:00:00,2021-12-12 19:00:00,13-12-2021 01:08,Mumbai,574,ARSON,11,F,Knife,Fire Accident,14,Yes,2021-12-25 22:00:00,2021,12,12,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17085,,2021-12-12 20:00:00,13-12-2021 01:32,Surat,172,DOMESTIC VIOLENCE,16,F,Poison,Violent Crime,6,Yes,2021-12-30 06:00:00,2021,12,12,,21.2094892,72.8317058,21.2094892,72.8317058,21.2094892,72.8317058
17086,,2021-12-12 21:00:00,13-12-2021 06:25,Chennai,552,ASSAULT,37,X,Other,Violent Crime,12,Yes,2022-01-25 16:00:00,2021,12,12,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
17087,,2021-12-12 22:00:00,13-12-2021 05:47,Meerut,114,DRUG OFFENSE,53,X,Other,Other Crime,18,Yes,2022-03-07 20:00:00,2021,12,12,,29.0018557,77.7679671,29.0018557,77.7679671,29.0018557,77.7679671
17089,,2021-12-13 00:00:00,13-12-2021 23:57,Surat,459,BURGLARY,59,X,Knife,Other Crime,13,Yes,2022-05-07 21:00:00,2021,12,13,,21.2094892,72.8317058,21.2094892,72.8317058,21.2094892,72.8317058
17091,,2021-12-13 02:00:00,13-12-2021 07:55,Delhi,495,IDENTITY THEFT,21,M,Poison,Violent Crime,10,Yes,2022-03-02 05:00:00,2021,12,13,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
17093,,2021-12-13 04:00:00,13-12-2021 05:46,Mumbai,194,SEXUAL ASSAULT,29,M,Firearm,Violent Crime,11,Yes,2023-10-05 19:00:00,2021,12,13,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17095,,2021-12-13 06:00:00,13-12-2021 09:48,Jaipur,233,HOMICIDE,20,M,Blunt Object,Other Crime,7,Yes,2023-03-13 12:00:00,2021,12,13,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
17097,,2021-12-13 08:00:00,14-12-2021 06:23,Hyderabad,523,ASSAULT,73,M,Firearm,Violent Crime,15,Yes,2022-02-04 19:00:00,2021,12,13,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
17099,,2021-12-13 10:00:00,13-12-2021 11:31,Ahmedabad,274,FIREARM OFFENSE,32,X,Firearm,Fire Accident,17,Yes,2022-02-06 22:00:00,2021,12,13,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
17100,,2021-12-13 11:00:00,13-12-2021 11:57,Nagpur,477,DRUG OFFENSE,44,X,Blunt Object,Other Crime,3,Yes,2021-12-27 03:00:00,2021,12,13,,21.1498134,79.0820556,21.1498134,79.0820556,21.1498134,79.0820556
17103,,2021-12-13 14:00:00,14-12-2021 01:10,Kolkata,474,BURGLARY,59,M,Blunt Object,Other Crime,6,Yes,2022-01-21 06:00:00,2021,12,13,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
17104,,2021-12-13 15:00:00,14-12-2021 03:54,Kolkata,295,PUBLIC INTOXICATION,19,X,Other,Other Crime,18,Yes,2021-12-15 21:00:00,2021,12,13,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
17105,,2021-12-13 16:00:00,14-12-2021 11:55,Hyderabad,513,ASSAULT,67,F,Explosives,Violent Crime,15,Yes,2022-01-27 21:00:00,2021,12,13,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
17106,,2021-12-13 17:00:00,14-12-2021 08:48,Chennai,572,ASSAULT,29,X,Poison,Violent Crime,2,Yes,2022-03-14 14:00:00,2021,12,13,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
17108,,2021-12-13 19:00:00,14-12-2021 07:34,Varanasi,381,BURGLARY,41,F,Blunt Object,Other Crime,14,Yes,2022-02-11 05:00:00,2021,12,13,,25.3356491,83.0076292,25.3356491,83.0076292,25.3356491,83.0076292
17109,,2021-12-13 20:00:00,13-12-2021 21:30,Lucknow,543,ARSON,63,X,Firearm,Fire Accident,14,Yes,2021-12-27 02:00:00,2021,12,13,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
17111,,2021-12-13 22:00:00,14-12-2021 11:07,Kanpur,376,SHOPLIFTING,28,X,Poison,Other Crime,12,Yes,2022-02-04 12:00:00,2021,12,13,,26.4609135,80.3217588,26.4609135,80.3217588,26.4609135,80.3217588
17112,,2021-12-13 23:00:00,14-12-2021 17:14,Mumbai,442,ROBBERY,15,X,Poison,Violent Crime,13,Yes,2022-02-03 06:00:00,2021,12,13,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17120,,2021-12-14 07:00:00,15-12-2021 05:37,Kolkata,342,EXTORTION,68,M,Blunt Object,Other Crime,14,Yes,2022-02-08 12:00:00,2021,12,14,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
17121,,2021-12-14 08:00:00,14-12-2021 09:55,Ahmedabad,271,VANDALISM,48,M,Explosives,Other Crime,4,Yes,2022-01-05 12:00:00,2021,12,14,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
17123,,2021-12-14 10:00:00,14-12-2021 17:57,Mumbai,538,FIREARM OFFENSE,69,M,Unknown,Fire Accident,1,Yes,2022-01-06 17:00:00,2021,12,14,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17124,,2021-12-14 11:00:00,15-12-2021 10:19,Mumbai,410,ASSAULT,31,M,Firearm,Violent Crime,16,Yes,2022-01-05 09:00:00,2021,12,14,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17125,,2021-12-14 12:00:00,15-12-2021 06:20,Pune,181,ROBBERY,45,X,Explosives,Violent Crime,1,Yes,2022-04-14 03:00:00,2021,12,14,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
17126,,2021-12-14 13:00:00,14-12-2021 14:36,Pune,474,ILLEGAL POSSESSION,33,M,Other,Other Crime,12,Yes,2022-01-01 17:00:00,2021,12,14,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
17129,,2021-12-14 16:00:00,15-12-2021 13:07,Faridabad,358,FRAUD,33,X,Blunt Object,Other Crime,16,Yes,2022-01-18 16:00:00,2021,12,14,,28.4031478,77.3105561,28.4031478,77.3105561,28.4031478,77.3105561
17131,,2021-12-14 18:00:00,15-12-2021 17:00,Ludhiana,255,FRAUD,74,F,Knife,Other Crime,10,Yes,2022-01-05 09:00:00,2021,12,14,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
17132,,2021-12-14 19:00:00,14-12-2021 22:26,Mumbai,444,CYBERCRIME,41,X,Knife,Other Crime,8,Yes,2021-12-22 09:00:00,2021,12,14,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17133,,2021-12-14 20:00:00,15-12-2021 05:57,Ahmedabad,348,SHOPLIFTING,52,X,Unknown,Other Crime,8,Yes,2022-03-12 22:00:00,2021,12,14,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
17134,,2021-12-14 21:00:00,15-12-2021 20:25,Bhopal,292,VANDALISM,10,F,Explosives,Other Crime,16,Yes,2022-02-21 02:00:00,2021,12,14,,23.2584857,77.401989,23.2584857,77.401989,23.2584857,77.401989
17135,,2021-12-14 22:00:00,15-12-2021 13:51,Rajkot,213,FRAUD,43,M,Blunt Object,Other Crime,16,Yes,2021-12-29 09:00:00,2021,12,14,,22.3053263,70.8028377,22.3053263,70.8028377,22.3053263,70.8028377
17136,,2021-12-14 23:00:00,15-12-2021 11:00,Bangalore,132,CYBERCRIME,65,F,Poison,Other Crime,19,Yes,2022-01-05 04:00:00,2021,12,14,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
17141,,2021-12-15 04:00:00,15-12-2021 08:34,Pune,452,VANDALISM,50,F,Knife,Other Crime,4,Yes,2022-03-11 10:00:00,2021,12,15,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
17142,,2021-12-15 05:00:00,16-12-2021 04:20,Mumbai,312,FRAUD,16,M,Firearm,Other Crime,9,Yes,2022-03-07 05:00:00,2021,12,15,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17143,,2021-12-15 06:00:00,16-12-2021 05:04,Mumbai,491,IDENTITY THEFT,57,F,Firearm,Violent Crime,6,Yes,2022-01-09 23:00:00,2021,12,15,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17144,,2021-12-15 07:00:00,15-12-2021 18:26,Pune,519,VEHICLE - STOLEN,29,F,Unknown,Violent Crime,1,Yes,2022-02-27 11:00:00,2021,12,15,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
17145,,2021-12-15 08:00:00,16-12-2021 07:55,Delhi,407,PUBLIC INTOXICATION,12,X,Unknown,Other Crime,16,Yes,2022-01-05 06:00:00,2021,12,15,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
17148,,2021-12-15 11:00:00,15-12-2021 11:04,Jaipur,292,TRAFFIC VIOLATION,61,F,Unknown,Traffic Fatality,19,Yes,2021-12-31 18:00:00,2021,12,15,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
17150,,2021-12-15 13:00:00,16-12-2021 05:38,Mumbai,256,ARSON,74,X,Knife,Fire Accident,2,Yes,2022-01-22 16:00:00,2021,12,15,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17154,,2021-12-15 17:00:00,16-12-2021 10:33,Mumbai,289,ARSON,55,X,Blunt Object,Fire Accident,17,Yes,2022-02-16 08:00:00,2021,12,15,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17158,,2021-12-15 21:00:00,16-12-2021 06:34,Kolkata,395,DRUG OFFENSE,77,X,Blunt Object,Other Crime,4,Yes,2022-03-04 16:00:00,2021,12,15,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
17159,,2021-12-15 22:00:00,16-12-2021 09:59,Srinagar,480,HOMICIDE,24,X,Knife,Other Crime,19,Yes,2023-04-05 13:00:00,2021,12,15,,34.0747444,74.8204443,34.0747444,74.8204443,34.0747444,74.8204443
17162,,2021-12-16 01:00:00,16-12-2021 22:25,Bhopal,252,IDENTITY THEFT,45,X,Firearm,Violent Crime,17,Yes,2022-01-09 13:00:00,2021,12,16,,23.2584857,77.401989,23.2584857,77.401989,23.2584857,77.401989
17163,,2021-12-16 02:00:00,16-12-2021 12:29,Delhi,179,SEXUAL ASSAULT,64,M,Other,Violent Crime,19,Yes,2022-07-03 08:00:00,2021,12,16,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
17164,,2021-12-16 03:00:00,16-12-2021 03:01,Bangalore,439,BURGLARY,53,F,Other,Other Crime,5,Yes,2022-01-18 08:00:00,2021,12,16,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
17165,,2021-12-16 04:00:00,16-12-2021 05:36,Mumbai,153,ARSON,44,X,Firearm,Fire Accident,4,Yes,2022-01-07 09:00:00,2021,12,16,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17167,,2021-12-16 06:00:00,16-12-2021 23:52,Delhi,227,KIDNAPPING,59,F,Blunt Object,Other Crime,11,Yes,2022-02-20 07:00:00,2021,12,16,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
17170,,2021-12-16 09:00:00,16-12-2021 21:37,Ahmedabad,370,ARSON,12,M,Knife,Fire Accident,10,Yes,2022-01-04 22:00:00,2021,12,16,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
17175,,2021-12-16 14:00:00,17-12-2021 01:29,Pune,103,VEHICLE - STOLEN,54,F,Explosives,Violent Crime,4,Yes,2022-03-03 19:00:00,2021,12,16,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
17181,,2021-12-16 20:00:00,17-12-2021 04:29,Mumbai,247,ASSAULT,69,X,Explosives,Violent Crime,19,Yes,2022-02-24 16:00:00,2021,12,16,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
17183,,2021-12-16 22:00:00,17-12-2021 15:46,Chennai,459,ASSAULT,34,M,Firearm,Violent Crime,16,Yes,2022-02-13 02:00:00,2021,12,16,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
17184,,2021-12-16 23:00:00,17-12-2021 00:43,Hyderabad,537,SEXUAL ASSAULT,35,F,Knife,Violent Crime,11,Yes,2023-08-25 18:00:00,2021,12,16,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
17187,,2021-12-17 02:00:00,17-12-2021 15:05,Bhopal,418,FIREARM OFFENSE,21,X,Other,Fire Accident,12,Yes,2022-02-12 05:00:00,2021,12,17,,23.2584857,77.401989,23.2584857,77.401989,23.2584857,77.401989
17188,,2021-12-17 03:00:00,17-12-2021 09:18,Bangalore,136,FRAUD,61,M,Knife,Other Crime,11,Yes,2022-03-06 06:00:00,2021,12,17,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
17190,,2021-12-17 05:00:00,17-12-2021 08:49,Bhopal,448,ASSAULT,79,F,Knife,Violent Crime,19,Yes,2022-01-28 18:00:00,2021,12,17,,23.2584857,77.401989,23.2584857,77.401989,23.2584857,77.401989
17192,,2021-12-17 07:00:00,17-12-2021 09:08,Lucknow,536,TRAFFIC VIOLATION,12,F,Unknown,Traffic Fatality,6,Yes,2022-01-09 17:00:00,2021,12,17,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
17195,,2021-12-17 10:00:00,17-12-2021 22:59,Lucknow,462,ARSON,57,F,Knife,Fire Accident,6,Yes,2022-02-08 16:00:00,2021,12,17,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
17196,,2021-12-17 11:00:00,17-12-2021 19:42,Nagpur,195,FIREARM OFFENSE,68,X,Blunt Object,Fire Accident,8,Yes,2022-03-06 18:00:00,2021,12,17,,21.1498134,79.0820556,21.1498134,79.0820556,21.1498134,79.0820556
17197,,2021-12-17 12:00:00,17-12-2021 13:06,Chennai,358,IDENTITY THEFT,70,X,Blunt Object,Violent Crime,13,Yes,2022-03-03 13:00:00,2021,12,17,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
17198,,2021-12-17 13:00:00,17-12-2021 22:56,Hyderabad,106,COUNTERFEITING,75,X,Poison,Other Crime,6,Yes,2022-02-10 11:00:00,2021,12,17,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
